Date,GSPC_Price,GSPC_Log_Ret,GSPC_Variance,GLD_Price,GLD_Log_Ret,GLD_Variance,SLV_Price,SLV_Log_Ret,SLV_Variance,CL_Price,CL_Log_Ret,CL_Variance,META_Price,META_Log_Ret,META_Variance,TSLA_Price,TSLA_Log_Ret,TSLA_Variance,NVDA_Price,NVDA_Log_Ret,NVDA_Variance,AAPL_Price,AAPL_Log_Ret,AAPL_Variance,MSTR_Price,MSTR_Log_Ret,MSTR_Variance,GSPC_Target_Variance_t+1,GLD_Target_Variance_t+1,SLV_Target_Variance_t+1,CL_Target_Variance_t+1,META_Target_Variance_t+1,TSLA_Target_Variance_t+1,NVDA_Target_Variance_t+1,AAPL_Target_Variance_t+1,MSTR_Target_Variance_t+1
2006-01-04,1273.459961,0.3665964386255771,0.1343929488129565,53.29999923706055,0.3382831797150453,0.1144355096781216,,,,63.41999816894531,0.4424766775113109,0.1957856101414486,,,,,,,0.3001872301101684,2.7612380867785613,7.624435772,2.2463269233703613,0.293879199,0.086364984,8.638999938964844,-0.715115782,0.511390582,2.4713280125583484e-06,3.303457773229194,,0.99668286172741,,,5.016273575,0.6242384015327692,2.2994647806370736
2006-01-05,1273.47998,0.001572046,2.4713280125583484e-06,52.34000015258789,-1.817541684,3.303457773229194,,,,62.790000915527344,-0.998340053,0.99668286172741,,,,,,,0.306986391544342,2.239703903380373,5.016273575,2.2286489009857178,-0.790087591,0.6242384015327692,8.770999908447266,1.5163986219451249,2.2994647806370736,0.8752572423742656,6.772743067537744,,5.001085923004488,,,2.654560312,6.495176367989145,55.91376787775919
2006-01-06,1285.449951171875,0.935551838,0.8752572423742656,53.720001220703125,2.602449436115473,6.772743067537744,,,,64.20999908447266,2.2363107840826792,5.001085923004488,,,,,,,0.3120290338993072,1.6292821461898366,2.654560312,2.286177396774292,2.548563589,6.495176367989145,9.451999664,7.477550928,55.91376787775919,0.1332028086481068,2.640124662115037,,1.236330871917808,,,7.5797164438566815,0.107713468,4.297972487964792
2006-01-09,1290.1500244140625,0.3649695996218134,0.1332028086481068,54.59999847412109,1.6248460425883546,2.640124662115037,,,,63.5,-1.111904165,1.236330871917808,,,,,,,0.3207389414310455,2.7531284829910647,7.5797164438566815,2.278686523,-0.3281973,0.107713468,9.649999618530272,2.073155201128172,4.297972487964792,0.001272175,0.9878945693916438,,0.04199874,,,0.000575001,37.61157245828387,4.702030770685313
2006-01-10,1289.689941,-0.035667562,0.001272175,54.060001373291016,-0.993928855,0.9878945693916438,,,,63.369998931884766,-0.204935942,0.04199874,,,,,,,0.3208158612251282,0.023979181,0.000575001,2.4228086471557617,6.132827444032961,37.61157245828387,9.442999839782717,-2.168416651,4.702030770685313,0.1207908271223951,0.7493361242201207,,0.8018442549568303,,,12.643313423862429,13.621078555708474,1.1542828990701213
2006-01-11,1294.1800537109375,0.3475497476943338,0.1207908271223951,54.52999877929688,0.8656420300679264,0.7493361242201207,,,,63.93999862670898,0.8954575673681195,0.8018442549568303,,,,,,,0.3324284851551056,3.5557437230293227,12.643313423862429,2.513897180557251,3.690674539390933,13.621078555708474,9.545000076293944,1.0743755856636548,1.1542828990701213,0.3961449736852785,0.033690915,,0.0,,,2.059242200163531,0.2150064097485155,3.9148159837408194
2006-01-12,1286.060059,-0.629400488,0.3961449736852785,54.43000030517578,-0.18355085,0.033690915,,,,63.93999862670898,0.0,0.0,,,,,,,0.3276921808719635,-1.435005993,2.059242200163531,2.525580883026123,0.4636878365328505,0.2150064097485155,9.357999801635742,-1.978589392,3.9148159837408194,0.0145069700012605,3.3803955589941177,,0.000978747,,,0.7921002649176431,2.3426089721987715,4.695839332382125
2006-01-13,1287.6099853515625,0.1204448836657688,0.0145069700012605,55.43999862670898,1.8385852058020369,3.3803955589941177,,,,63.91999816894531,-0.031284934,0.000978747,,,,,,,0.3247886598110199,-0.890000149,0.7921002649176431,2.5645337104797363,1.5305583857529812,2.3426089721987715,9.562999725341797,2.166988539974802,4.695839332382125,0.1325840325806146,0.1057577059809049,,13.475070527597405,,,0.0049904,1.068078370690126,0.4509081279270845
2006-01-17,1282.9300537109375,-0.364120904,0.1325840325806146,55.25999832,-0.325204099,0.1057577059809049,,,,66.30999755859375,3.670840575072337,13.475070527597405,,,,,,,0.3245593011379242,-0.070642767,0.0049904,2.538166284561157,-1.033478771,1.068078370690126,9.498999596,-0.671496931,0.4509081279270845,0.1524857970116671,4.739238163565274,,0.7717947927349131,,,0.2667208725411916,7.052461014787332,0.6283547565447443
2006-01-18,1277.9300537109375,-0.390494298,0.1524857970116671,54.06999969482422,-2.176979137,4.739238163565274,,,,65.73000336,-0.878518522,0.7717947927349131,,,,,,,0.3262398242950439,0.5164502614397554,0.2667208725411916,2.471648693084717,-2.655647005,7.052461014787332,9.423999786376951,-0.79268831,0.6283547565447443,0.3078311427394098,7.686109694655926,,2.754476485320178,,,29.1796886,18.25289115556213,1.654455729911194
2006-01-19,1285.040039,0.5548253263319995,0.3078311427394098,55.59000015258789,2.772383396043182,7.686109694655926,,,,66.83000183105469,1.659661557,2.754476485320178,,,,,,,0.3443473875522613,5.401822710579791,29.1796886,2.3682754039764404,-4.272340243,18.25289115556213,9.54599952697754,1.2862564790550888,1.654455729911194,3.4211394269439195,0.4956673378319087,,5.0577454825506125,,,8.039849705522535,14.468282141799758,5.5368016654959735
