Date,GLD_Price,SLV_Price,GLD_Implied_Vol,SLV_Implied_Vol,GLD_Log_Ret,GLD_Realized_Vol,SLV_Log_Ret,SLV_Realized_Vol
5/30/2006,65.11000061035156,13.097000122070312,,,0.000153631,0.3122335772845259,0.033146205,0.5002061109405848
5/31/2006,64.23000336,12.628000259399414,,,-0.013607713,0.3157284472139229,-0.036466614,0.5129867740104683
6/1/2006,62.560001373291016,12.039999961853027,,,-0.026344325,0.31724720583231036,-0.047682155,0.5127233514992456
6/2/2006,63.5,12.175000190734863,,,0.014913787710007854,0.3232233787656475,0.011150247922439542,0.5100392157069964
6/5/2006,63.290000915527344,12.092000007629395,,,-0.003312553,0.3169675953322179,-0.006840607,0.50824054
6/6/2006,62.54999923706055,11.835000038146973,,,-0.011761129,0.3158953299370295,-0.021482831,0.5100391124265855
6/7/2006,62.279998779296875,11.869999885559082,,,-0.004325897,0.31578160913796666,0.002952953,0.5106528103440279
6/8/2006,60.90999984741211,11.234999656677246,,,-0.022242965,0.29502517923313365,-0.054980324,0.5105210960347142
6/9/2006,60.45000076293945,11.192000389099121,,,-0.007580773,0.2889333394226035,-0.003834603,0.5089550754713956
6/12/2006,60.029998779296875,10.930000305175781,,,-0.006972173,0.28270644138124235,-0.023687942,0.49373717308881143
6/13/2006,55.91999816894531,9.625,,,-0.070922352,0.35437010975259287,-0.12714745,0.6287727320259222
6/14/2006,55.619998931884766,9.670000076293945,,,-0.005379236,0.31982732558601734,0.004664437,0.584414189
6/15/2006,57.31999969482422,10.263999938964844,,,0.030106768033878732,0.3355134298613194,0.059614304011848473,0.6266334360472801
6/16/2006,57.68000030517578,10.289999961853027,,,0.006260901,0.3394022267770585,0.002529925,0.6228992971744413
6/19/2006,56.36000061035156,9.946999549865723,,,-0.0231508,0.34342997964129207,-0.033901593,0.6208613507384728
6/20/2006,57.29999923706055,10.28600025177002,,,0.016540912545872956,0.34610294667360875,0.033512818912679175,0.6391391142232091
6/21/2006,58.33000183105469,10.5,,,0.017815961750979315,0.3561482358093688,0.020591485333792698,0.6476704395786378
6/22/2006,57.72999954223633,10.256999969482422,,,-0.010339611,0.34748620922268464,-0.023414861,0.6233071896736984
6/23/2006,57.99000168,10.352999687194824,,,0.00449365,0.33287260997682805,0.009315906,0.6188041094309684
6/26/2006,58.279998779296875,10.317000389099121,,,0.00498835,0.3305543167915583,-0.003483245,0.6148427477696937
6/27/2006,57.68000030517578,10.21399974822998,,,-0.010348462,0.3284853861632099,-0.010033754,0.6140366226396007
6/28/2006,57.540000915527344,10.244999885559082,,,-0.002430124,0.3280206558672371,0.003030467,0.5958037736675584
6/29/2006,59.52000045776367,10.781999588012695,,,0.033832024181210556,0.35407945821674774,0.051088268,0.626351812
6/30/2006,61.22999954223633,11.138999938964844,,,0.02832486,0.36047119685629114,0.03257442,0.6232133207944467
7/3/2006,62.18000030517578,11.380000114440918,,,0.015396151524819567,0.3607436762607529,0.021404980370862477,0.6272920822953858
7/5/2006,62.5,11.470000267028809,,,0.005133147,0.36124761534113603,0.007877516,0.6282915921472731
7/6/2006,63.02000045776367,11.598999977111816,,,0.008285587,0.3601152567013261,0.011183931104542232,0.6260520252043116
7/7/2006,62.630001068115234,11.324999809265137,,,-0.00620773,0.3604823738123837,-0.023906231,0.6308329478909276
7/10/2006,62.02000045776367,11.083999633789062,,,-0.009787493,0.35319098264141385,-0.021510061,0.6057292350520019
7/11/2006,63.810001373291016,11.569999694824219,,,0.028453018348612674,0.3642258116563819,0.042912920867982415,0.6239981059271468
7/12/2006,64.91999816894531,11.592000007629395,,,0.017245775039784833,0.3658844772335132,0.001899691,0.6172003458151208
7/13/2006,65.55000305175781,11.649999618530273,,,0.009657542,0.24535816770068777,0.004990942,0.39717996133189126
7/14/2006,65.84999847,11.49899959564209,,,0.004566148,0.2411288326402434,-0.013046107,0.4043416218588271
7/17/2006,63.95000076293945,10.897000312805176,,,-0.029277865,0.2596892897238035,-0.053772489,0.4135248349033382
7/18/2006,62.900001525878906,10.595000267028809,,,-0.016555352,0.2703375968696261,-0.028105334,0.4272141527036009
7/19/2006,64.02999877929688,11.138999938964844,,,0.017805517,0.2550678306731258,0.050070241,0.43868551674265477
7/20/2006,62.540000915527344,10.899999618530273,,,-0.023545338,0.27160802330359857,-0.021689704,0.4357642578517538
7/21/2006,61.709999084472656,10.838000297546387,,,-0.013360389,0.2733335408959387,-0.00570425,0.43170892604486194
7/24/2006,61.13999938964844,10.918000221252441,,,-0.009279671,0.27272125558842203,0.007354319,0.422383916
7/25/2006,61.54999923706055,10.993000030517578,,,0.006683534,0.2730047647049333,0.006845886,0.4220031168032167
7/26/2006,62,11.107000350952148,,,0.007284545,0.27334840681894096,0.010316862409548185,0.42209866988047295
7/27/2006,62.900001525878906,11.375,,,0.014411802920109096,0.2716260759937668,0.023842393054647176,0.4247039465337276
7/28/2006,63.11000061035156,11.399999618530273,,,0.003333057,0.27060526125883444,0.002195357,0.4247657281350255
7/31/2006,63.15999984741211,11.414999961853027,,,0.000791942,0.24863935188732048,0.001314955,0.39045549662655415
8/1/2006,64.31999969482422,11.760000228881836,,,0.018199433154515745,0.2377933254890538,0.029775685293291547,0.38787069999671614
8/2/2006,64.75,12.170000076293945,,,0.00666308,0.23364188596505478,0.034269951335231565,0.398160361
